id	name	description
pgu11	Paulo Guimaraes	University of Porto -> Faculty of Economics -> Centre for Economics and Finance; Central Bank of Portugal (rank: 2412, publications: 83)
psu33	Wing Suen	University of Hong Kong -> Faculty of Business and Economics -> School of Economics & Finance (rank: 2413, publications: 73)
pma158	Iourii Manovskii	University of Pennsylvania -> Department of Economics (rank: 2414, publications: 49)
pra52	Romain Rancière	Centre for Economic Policy Research (CEPR); University of Southern California -> Department of Economics (rank: 2415, publications: 67)
pmo334	Espen R. Moen	University of Oslo -> Department of Economics (rank: 2416, publications: 77)
pca133	Nauro F. Campos	Institute of Labor Economics (IZA); Brunel University -> Department of Economics and Finance; Federal Institute of Technology Zurich -> Department of Management, Technology and Economics (D-MTEC) (rank: 2417, publications: 139)
pjo116	Olof Johansson-Stenman	University of Gothenburg -> School of Business, Economics and Law -> Department of Economics (rank: 2418, publications: 141)
pth113	Mathias Thoenig	University of Lausanne -> Business School; University of Lausanne -> Business School -> Department of Econometrics and Economics (rank: 2419, publications: 88)
pmi112	Alexander Michaelides	Centre for Economic Policy Research (CEPR); Imperial College -> Business School (rank: 2421, publications: 80)
pot1	Marco Ottaviani	Bocconi University -> Ettore Bocconi Department of Economics; Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER) (rank: 2422, publications: 58)
psh62	Anwar Shah	World Bank Group (rank: 2423, publications: 113)
pso277	Jae Song	Government of the United States -> Social Security Adminsitration (rank: 2424, publications: 60)
pgu126	Jonathan Guryan	Northwestern University -> Kellogg Graduate School of Management; Northwestern University -> Institute for Policy Research (IPR) (rank: 2425, publications: 41)
psc129	Moritz Schularick	University of Bonn -> Economics Department (rank: 2426, publications: 67)
pko186	Sharon Kozicki	Bank of Canada (rank: 2427, publications: 69)
pih2	Keith Ihlanfeldt	Florida State University -> Department of Economics (rank: 2428, publications: 72)
pla311	Michael Landesmann	The Vienna Institute for International Economic Studies; University of Linz -> Department of Economics (rank: 2429, publications: 131)
pmo263	Karl Ove Moene	University of Oslo -> Department of Economics (rank: 2430, publications: 100)
ped22	Per-Anders Edin	University of Uppsala -> Department of Economics; Government of Sweden -> Ministry of Labour -> Institute for Evaluation of Labour Market and Education Policy (rank: 2431, publications: 78)
pbo323	Peter Borm	Tilburg University -> School of Economics and Management -> Department of Econometrics and Operations Research (rank: 2432, publications: 320)
pwe147	Jacob Louis Weisdorf	Centre for Economic Policy Research (CEPR); University of Southern Denmark -> Department of Business and Economics (rank: 2434, publications: 84)
pmo388	Juan-Pablo Montero	Pontifical Catholic University of Chile -> School of Economics and Business Administration -> Institute of Economics (rank: 2435, publications: 87)
pma488	José Mata	University of Lausanne -> Business School (rank: 2436, publications: 42)
pca459	Gerald A. Carlino	Federal Reserve Bank of Philadelphia (rank: 2437, publications: 107)
pbo190	Lex Borghans	Maastricht University -> School of Business and Economics -> Department of Economics; Maastricht University -> Research Centre for Education and the Labour Market (rank: 2438, publications: 145)
psa250	joao santos	Nova University of Lisbon -> School of Business and Economics; Federal Reserve Bank of New York (rank: 2439, publications: 74)
pmo81	Andrew Mountford	Royal Holloway -> Department of Economics (rank: 2440, publications: 40)
pma505	Anna Maria Mayda	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); Georgetown University -> Economics Department (rank: 2442, publications: 66)
ppf10	Gerard Pfann	Institute of Labor Economics (IZA); CESifo; Centre for Economic Policy Research (CEPR); Maastricht University -> School of Business and Economics; Stockholm University -> Swedish Institute for Social Research; Oxford University -> Department of Economics -> Economics Group, Nuffield College (rank: 2443, publications: 85)
pch286	Chia-Lin Chang	National Chung-Hsing University -> Department of Finance; National Chung-Hsing University -> Department of Applied Economics (rank: 2444, publications: 395)
pti14	Peter Tinsley	Birkbeck College -> Department of Economics, Mathematics and Statistics; George Washington University -> Department of Economics -> Research Program on Forecasting (rank: 2445, publications: 80)
plo357	John Loomis	Colorado State University -> Department of Agricultural & Resource Economics (rank: 2446, publications: 141)
pjo76	Lars Jonung	Lund University -> School of Economics and Management -> Department of Economics; Lund University -> School of Economics and Management -> Knut Wicksell Centre for Financial Studies (rank: 2447, publications: 102)
pfr64	Peter Fredriksson	Stockholm University -> Department of Economics (rank: 2448, publications: 87)
pne112	Damien J. Neven	Institute des Hautes Études Internationales et du Développement -> International Economics Section (rank: 2449, publications: 99)
pwe195	Martin Robert Weale	King's College -> Department of Political Economy; King's College -> School of Management and Business (rank: 2450, publications: 93)
psa30	Pierre Daniel Sarte	Federal Reserve Bank of Richmond -> Economic Research Division (rank: 2451, publications: 80)
pko61	Jozef Konings	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); University of Leuven -> Faculty of Business and Economics -> Center for Economic Studies; University of Leuven -> Faculty of Business and Economics -> LICOS Centre for Institutions and Economic Performance (rank: 2452, publications: 76)
plu85	brian m. lucey	University of Ljubljana -> Faculty of Economics; Trinity College Dublin -> Institute for International Integration Studies (IIIS); Trinity College Dublin -> School of Business (rank: 2453, publications: 121)
pfa9	Jon Faust	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 2454, publications: 36)
pcl83	Kenneth W. Clements	University of Western Australia -> Business School -> Department of Economics (rank: 2455, publications: 232)
pro104	Carlos Alfredo Rodríguez	CEMA University (rank: 2456, publications: 93)
pwe79	Pierre-Olivier Weill	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); University of California-Los Angeles (UCLA) -> Department of Economics (rank: 2457, publications: 74)
pho353	Han Hong	Stanford University -> Department of Economics (rank: 2458, publications: 37)
pxi26	Zhijie Xiao	Boston College -> Department of Economics (rank: 2459, publications: 85)
pch123	Gregory Chow	Princeton University -> Department of Economics (rank: 2460, publications: 33)
pto19	Mariano Tommasi	San Andres University -> Department of Economics (rank: 2461, publications: 117)
pst400	Melvin Stephens, Jr.	University of Michigan -> Economics Department (rank: 2462, publications: 39)
psu42	Donggyu Sul	University of Texas-Dallas -> Department of Economics (rank: 2463, publications: 52)
pho502	Richard Hornbeck	University of Chicago -> Booth School of Business (rank: 2464, publications: 26)
pda55	Andrew F. Daughety	Vanderbilt University -> Department of Economics (rank: 2465, publications: 90)
phe110	Christian Hellwig	Toulouse School of Economics (TSE) -> Research Group in Mathematical and Quantitative Economics; Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 2466, publications: 71)
pma67	Hitoshi Matsushima	University of Tokyo -> Faculty of Economics (rank: 2467, publications: 141)
pde117	Daniela Del Boca	University of Turin -> Carlo Alberto College; University of Turin -> Cognetti de Martiis Department of Economics and Statistics (rank: 2468, publications: 128)
pmu269	kaivan Munshi	Brown University -> Economics Department (rank: 2469, publications: 34)
psc340	Uta Schoenberg	University College London (UCL) -> Department of Economics (rank: 2470, publications: 45)
pgo419	Amit Goyal	Swiss Finance Institute; University of Lausanne -> Business School -> Institute of Banking and Finance (rank: 2472, publications: 21)
pri20	W. Craig Riddell	University of British Columbia -> Vancouver School of Economics (rank: 2473, publications: 76)
pee1	Jan Eeckhout	University College London (UCL) -> Department of Economics; Barcelona Graduate School of Economics (Barcelona GSE) (rank: 2474, publications: 65)
pab191	Klaus Abbink	Monash University -> Monash Business School -> Department of Economics (rank: 2475, publications: 95)
pab1	Jaap H. Abbring	Tilburg University -> CentER for Economic Research; Tilburg University -> School of Economics and Management -> Department of Econometrics and Operations Research (rank: 2476, publications: 48)
pad158	Renee Adams	UNSW (Australia) -> UNSW Business School -> School of Banking and Finance (rank: 2477, publications: 29)
pai25	Karl Aiginger	Austrian Institute of Economic Research; WU Vienna University of Economics and Business -> Department of Economics (rank: 2479, publications: 137)
pal30	Stefania Albanesi	Centre for Economic Policy Research (CEPR); University of Pittsburgh -> Department of Economics (rank: 2480, publications: 75)
pal320	Anna Alberini	University of Maryland -> Department of Agricultural and Resource Economics (rank: 2481, publications: 116)
pan129	Alex Anas	State University of New York-Buffalo (SUNY) -> Department of Economics (rank: 2482, publications: 82)
pan256	Siwan Anderson	University of British Columbia -> Vancouver School of Economics (rank: 2483, publications: 23)
pan113	Martin Andersson	Research Institute of Industrial Economics; Lund University -> Centre for Innovation, Research and Competence in the Learning Economy (CIRCLE); Blekinge Institute of Technology -> Department of Industrial Economics (rank: 2484, publications: 104)
pan37	Paolo Angelini	Bank of Italy (rank: 2485, publications: 43)
par171	Cristina Arellano	Federal Reserve Bank of Minneapolis -> Research Department (rank: 2486, publications: 37)
par153	rabah arezki	International Monetary Fund (IMF) -> Research Department (rank: 2487, publications: 119)
par65	J. Scott Armstrong	University of Pennsylvania -> Wharton School of Business (rank: 2488, publications: 216)
pas4	Guido Ascari	Oxford University -> Department of Economics; University of Pavia -> Department of Economics and Business (rank: 2489, publications: 97)
paz45	Jean-Paul Azam	Toulouse School of Economics (TSE) -> Research in Quantitative Applied Development Economics (rank: 2490, publications: 131)
pba351	Jan Babecký	Czech National Bank (rank: 2491, publications: 98)
pba316	Stefan Bach	German Institute for Economic Research (DIW) (rank: 2492, publications: 181)
pba11	Yves Balasko	University of York -> Department of Economics and Related Studies (rank: 2493, publications: 75)
pba505	Ray Ball	University of Chicago -> Booth School of Business (rank: 2494, publications: 75)
pba20	John Barron	Purdue University -> Krannert School of Management -> Department of Economics (rank: 2495, publications: 52)
pba45	Pedro Barros	Nova University of Lisbon -> School of Business and Economics (rank: 2496, publications: 105)
pba243	timothy bates	University of Vermont -> Department of Economics (rank: 2497, publications: 81)
pba832	Christiane Baumeister	University of Notre Dame -> Department of Economics (rank: 2498, publications: 68)
pbe91	Jean-Pascal Benassy	Paris School of Economics -> Paris-Jourdan Sciences Économiques (PSE) (rank: 2499, publications: 58)
pbe276	Dan Ben-David	Tel Aviv University -> Department of Public Policy (rank: 2500, publications: 54)
pbe86	Dwayne Benjamin	University of Toronto -> Department of Economics; Rimini Centre for Economic Analysis (RCEA); University of Toronto -> School of Public Policy and Governance (rank: 2501, publications: 34)
pbe459	Efraim Benmelech	Northwestern University -> Kellogg Graduate School of Management -> Department of Finance (rank: 2502, publications: 42)
pbe299	Helge Berger	Ifo Institute for Economic Research at the University of Munich; CESifo; International Monetary Fund (IMF); Berlin Free University -> Economics and Management Field (rank: 2503, publications: 120)
pbe76	Graziella Bertocchi	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); University of Modena and Reggio Emilia -> Department of Economics (rank: 2505, publications: 132)
pbe1	David A. Bessler	Texas A&M University -> Department of Agricultural Economics (rank: 2506, publications: 194)
pbh22	Sonia Bhalotra	University of Essex -> Institute for Social and Economic Research (ISER); University of Essex -> Economics Department; Centre for Household, Income, Labour and Demographic Economics (CHILD); Oxford University -> Department of International Development (Queen Elizabeth House); Oxford University -> Department of Economics -> Centre for the Study of African Economies (CSAE) (rank: 2508, publications: 114)
pbh18	Alok Bhargava	University of Maryland -> School of Public Policy (rank: 2509, publications: 33)
pbi18	Arne Bigsten	University of Gothenburg -> School of Business, Economics and Law -> Department of Economics (rank: 2510, publications: 115)
pbi27	Jacob Bikker	Netherlands Central Bank; University of Utrecht -> School of Economics (rank: 2511, publications: 116)
pbi249	Nancy Birdsall	Center for Global Development (CGD) (rank: 2512, publications: 96)
pbo547	Howard Bodenhorn	National Bureau of Economic Research (NBER); Clemson University -> John E. Walker Department of Economics (rank: 2514, publications: 92)
pbo185	Peter J. Boettke	George Mason University -> Mercatus Center; George Mason University -> Economics Department (rank: 2515, publications: 125)
pbo275	Valentina Bosetti	Bocconi University -> Ettore Bocconi Department of Economics; ENI Enrico Mattei Foundation; Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER); Bocconi University -> Institute for Research on Energy and Environmental Economics and Policy (rank: 2516, publications: 179)
pbr18	Andrea Brandolini	Bank of Italy (rank: 2517, publications: 63)
pbr193	Bernt Bratsberg	University of Oslo -> Frisch Centre for Economic Research (rank: 2518, publications: 62)
pbr424	Richard A. Brecher	Carleton University -> Department of Economics (rank: 2519, publications: 55)
pbr492	Robert Brooks	Monash University -> Monash Business School -> Department of Econometrics and Business Statistics (rank: 2520, publications: 144)
pbr256	Chris Brooks	University of Reading -> Henley Business School -> ICMA Centre for Financial Markets (rank: 2521, publications: 138)
pbr231	B Wade Brorsen	Oklahoma State University -> Department of Agricultural Economics (rank: 2522, publications: 281)
pbr129	Martin Brown	University of St. Gallen -> School of Finance (rank: 2523, publications: 86)
pbr50	Donald Brown	Yale University -> Economics Department (rank: 2524, publications: 80)
pbr126	Marius Brülhart	University of Lausanne -> Business School -> Department of Econometrics and Economics (rank: 2525, publications: 104)
pbu71	Sam Bucovetsky	York University -> Department of Economics (rank: 2526, publications: 43)
pbu112	Mike Burkart	Stockholm School of Economics -> Department of Finance (rank: 2527, publications: 55)
pbu91	Dallas Burtraw	Resources for the Future (RFF) (rank: 2528, publications: 107)
pbu390	Kenneth Button	George Mason University -> Schar School of Policy and Government (rank: 2529, publications: 125)
pca72	Trudy Ann Cameron	University of Oregon -> Department of Economics (rank: 2530, publications: 80)
pca231	Bertrand Candelon	Maastricht University -> School of Business and Economics -> Department of Economics; Louis Bachelier Institute (rank: 2531, publications: 133)
pca117	Lorenzo Cappellari	Catholic University of the Sacred Heart -> Departments and Institutes of Economics -> Department of Economics and Finance (rank: 2532, publications: 113)
pca97	Ana Rute Cardoso	Barcelona Graduate School of Economics (Barcelona GSE) -> Institute of Economic Analysis (rank: 2533, publications: 88)
pca277	Wendy Carlin	Centre for Economic Policy Research (CEPR); University College London (UCL) -> Department of Economics (rank: 2534, publications: 70)
pca219	Eve Caroli	Paris School of Economics; Institute of Labor Economics (IZA); University of Paris 9 -> Dauphine Economics Laboratory -> Laboratory for the Economics and Management of Health Organizations (rank: 2535, publications: 107)
pca86	Paul Cashin	International Monetary Fund (IMF) -> Research Department (rank: 2536, publications: 96)
pch504	Thomas Chaney	Centre for Economic Policy Research (CEPR); Sciences Po -> Economics -> Department of Economics (rank: 2537, publications: 27)
pch1037	Tsangyao Chang	Feng Chia University -> College of Finance -> Department of Finance (rank: 2538, publications: 191)
pch20	Yongsung Chang	University of Rochester -> Economics Department; Yonsei University -> College of Business and Economics -> School of Economics (rank: 2539, publications: 93)
pch1446	Yan Chen	University of Michigan -> Institute for Social Research (ISR); University of Michigan -> Socio-Technical Infrastructure for Electronic Transactions (STIET) (rank: 2540, publications: 44)
pch1415	Zhiwu Chen	Cheung Kong Graduate School of Business (rank: 2541, publications: 38)
pch608	Shaohua Chen	World Bank Group -> Economics Research (rank: 2542, publications: 34)
pch519	Pradeep K. Chintagunta	University of Chicago -> Booth School of Business (rank: 2543, publications: 84)
pch837	Luc Christiaensen	World Bank Group (rank: 2544, publications: 80)
pci57	Matteo Ciccarelli	European Central Bank (rank: 2545, publications: 81)
pcl65	Peter K. Clark	University of California-Davis -> Graduate School of Management (rank: 2546, publications: 17)
pco167	David Theodore Coe	International Monetary Fund (IMF) (rank: 2547, publications: 47)
pco141	Rebel A. Cole	Florida Atlantic University -> College of Business (rank: 2548, publications: 76)
pco156	Matthew A. Cole	University of Birmingham -> Department of Economics (rank: 2549, publications: 66)
pco375	Olivier Compte	Paris School of Economics (rank: 2550, publications: 37)
pco508	David Jacob Cooper	Florida State University -> Department of Economics (rank: 2551, publications: 47)
pco766	Vittorio Corbo	Center for Public Studies (rank: 2552, publications: 108)
pco852	Monica Costa Dias	Institute for Fiscal Studies (IFS) (rank: 2553, publications: 48)
pcr38	Vasco Cúrdia	Federal Reserve Bank of San Francisco -> Economic Research (rank: 2554, publications: 50)
pda31	Carl-Johan Dalgaard	Centre for Economic Policy Research (CEPR); University of Copenhagen -> Department of Economics; University of Copenhagen -> Department of Economics -> Centre for Macroeconomics and the Historical Record (MEHR) (rank: 2555, publications: 83)
pda5	Leif Danziger	Institute of Labor Economics (IZA); CESifo; Ben Gurion University of the Negev -> Economics Department (rank: 2556, publications: 86)
pda483	Gaurav Datt	Monash University -> Monash Business School -> Department of Economics (rank: 2557, publications: 55)
pda131	Troy Davig	Federal Reserve Bank of Kansas City (rank: 2558, publications: 71)
pde75	Partha Deb	City University of New York (CUNY) -> Graduate Center -> Department of Economics; City University of New York (CUNY) -> Hunter College -> Department of Economics (rank: 2559, publications: 64)
pde34	Gerard Debreu	University of California-Berkeley -> Department of Economics (rank: 2561, publications: 30)
pde613	Alain de Janvry	University of California-Berkeley -> Goldman School of Public Policy; University of California-Berkeley -> Department of Agricultural and Resource Economics (rank: 2562, publications: 81)
pde313	Manthos D. Delis	University of Surrey -> Surrey Business School (rank: 2563, publications: 86)
pde305	Bram De Rock	Free University of Brussels -> Solvay Brussels School of Economics and Management -> European Centre for Advanced Research in Economics and Statistics (ECARES); University of Leuven -> Faculty of Business and Economics -> Center for Economic Studies (rank: 2564, publications: 167)
pde116	Klaus Desmet	Centre for Economic Policy Research (CEPR); Southern Methodist University -> Department of Economics (rank: 2565, publications: 96)
pde195	Michel De Vroey	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Institute for Economic and Social Research (rank: 2566, publications: 117)
pdh6	Dhammika Dharmapala	University of Chicago -> Law School -> Institute of Law and Economics (rank: 2567, publications: 76)
pdi96	Xinshen Diao	International Food Policy Research Institute (IFPRI) (rank: 2568, publications: 163)
pdi81	David A. Dickey	North Carolina State University -> Department of Agricultural and Resource Economics (rank: 2569, publications: 12)
pdi76	Claude DIEBOLT	Bureau of Economic Theory and Applications (rank: 2570, publications: 189)
pdi67	Julian di Giovanni	Centre for Economic Policy Research (CEPR); Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business (rank: 2571, publications: 71)
pdo106	James Dow	London Business School (LBS) (rank: 2573, publications: 62)
pdr53	Mathias Drehmann	Bank for International Settlements (BIS) (rank: 2574, publications: 52)
pdr24	Edward John Driffill	CESifo; Centre for Economic Policy Research (CEPR); Birkbeck College -> Department of Economics, Mathematics and Statistics (rank: 2575, publications: 108)
pdu77	Emmanuel Duguet	TEPP Institute for Labor Studies and Public Policies; University of Paris-East -> Research Group on the Use of Panel Data in Economics (rank: 2577, publications: 139)
pdu103	Alan S Duncan	Curtin University -> Curtin Business School -> Bankwest Curtin Economics Centre (rank: 2578, publications: 60)
pdu7	Mardi Dungey	Australian National University -> Crawford School of Public Policy -> Centre for Applied Macroeconomic Analysis (CAMA); University of Tasmania -> Tasmanian School of Business and Economics -> School of Economics and Finance (rank: 2579, publications: 143)
pdu275	Bill Dupor	Federal Reserve Bank of St. Louis -> Research Division (rank: 2580, publications: 38)
pdu64	Romain Duval	International Monetary Fund (IMF) -> Research Department (rank: 2581, publications: 63)
pdw1	Gerald Dwyer	Australian National University -> Crawford School of Public Policy -> Centre for Applied Macroeconomic Analysis (CAMA); Clemson University -> John E. Walker Department of Economics (rank: 2582, publications: 99)
pea6	John Earle	George Mason University -> Schar School of Policy and Government (rank: 2583, publications: 154)
peb3	Janice Eberly	National Bureau of Economic Research (NBER); Northwestern University -> Kellogg Graduate School of Management -> Department of Finance (rank: 2584, publications: 32)
ped27	Eric Edmonds	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Dartmouth College -> Economics Department (rank: 2585, publications: 48)
pei6	Theo Eicher	University of Washington -> Department of Economics (rank: 2586, publications: 93)
pei13	Werner Eichhorst	Institute of Labor Economics (IZA) (rank: 2587, publications: 144)
pel109	Todd Elder	Michigan State University -> Economics Department (rank: 2588, publications: 24)
pel11	Robert J R Elliott	University of Birmingham -> Department of Economics; University of Nottingham -> School of Economics -> Leverhulme Centre for Research on Globalisation and Economic Policy (rank: 2589, publications: 97)
pen22	Christoph Engel	Max Planck Society -> Max Planck Institute for Research on Collective Goods (rank: 2590, publications: 121)
pen12	Dirk Engelmann	CESifo; Humboldt University Berlin -> Faculty of Economics; Center for Economic Research and Graduate Education and Economics Institute (CERGE-EI) (rank: 2591, publications: 71)
per15	Tor Eriksson	University of Aarhus -> Department of Economics and Business -> Department of Economics (rank: 2592, publications: 130)
per18	Andres Erosa	Carlos III University of Madrid -> Department of Economics (rank: 2593, publications: 57)
pes92	Mukesh Eswaran	University of British Columbia -> Vancouver School of Economics (rank: 2594, publications: 46)
pfa31	Giovanni Facchini	Institute of Labor Economics (IZA); CESifo; Centre for Economic Policy Research (CEPR); University of Nottingham -> School of Economics; University of Milan -> Department of Economics, Management and Quantitative Methods; Luca D'Agliano Study Center (rank: 2595, publications: 144)
pfa291	Rodney Edward Falvey	Bond University -> School of Business (rank: 2596, publications: 99)
pfe56	Daniel Feenberg	National Bureau of Economic Research (NBER) (rank: 2597, publications: 52)
pfe104	Ivan Fernandez-Val	Boston University -> Department of Economics (rank: 2598, publications: 61)
pfe454	Miguel A. Ferreira	Nova University of Lisbon -> School of Business and Economics (rank: 2599, publications: 37)
pfe62	Giovanni Ferri	Money and Finance Research group (Mo.Fi.R.); Maria Assunta Free University -> Department of Economic and Political Sciences and Modern Languages; Maria Assunta Free University -> Center for Relationship Banking and Economics (CERBE) (rank: 2600, publications: 103)
pfv1	Patrick Fève	Toulouse School of Economics (TSE) (rank: 2601, publications: 168)
pfe139	James Feyrer	Dartmouth College -> Economics Department (rank: 2602, publications: 24)
pfi2	David Fielding	University of Otago -> School of Business -> Department of Economics (rank: 2603, publications: 157)
pfi266	Andrew Filardo	Bank for International Settlements (BIS) (rank: 2604, publications: 53)
pfi118	Deon Filmer	World Bank Group -> Economics Research (rank: 2605, publications: 56)
pfi199	Frederico Finan	University of California-Berkeley -> Department of Economics (rank: 2606, publications: 37)
pfi53	Ronald David Fischer	University of Chile -> Center of Applied Economics (rank: 2607, publications: 123)
pfi23	Andreas Fischer	Swiss National Bank; Centre for Economic Policy Research (CEPR) (rank: 2608, publications: 117)
pfi58	John D. Fitzgerald	Economic and Social Research Institute (ESRI) (rank: 2609, publications: 153)
pfl35	Michael J. Fleming	Federal Reserve Bank of New York -> Research and Statistics Group; Federal Reserve Bank of New York (rank: 2610, publications: 55)
pfo80	Francoise Forges	University of Paris 9 -> Dauphine Economics Laboratory; University of Paris 9 -> Research Center in Decision Mathematics (rank: 2611, publications: 138)
pfo165	Rikard Forslid	Stockholm University -> Department of Economics (rank: 2612, publications: 96)
pfo25	Nicolai Foss	Copenhagen Business School (rank: 2613, publications: 136)
pfo33	John Foster	University of Queensland -> School of Economics -> Energy Economics and Management Group (rank: 2614, publications: 139)
pfr231	Wolfgang Franz	Centre for European Economic Research (rank: 2615, publications: 131)
pfr73	Per G. Fredriksson	University of Louisville -> Economics Department (rank: 2616, publications: 77)
pfr102	Alan Freeman	University of Manitoba -> Geopolitical Economy Research Group (rank: 2617, publications: 125)
pfr76	Markus Frölich	Institute of Labor Economics (IZA); University of Mannheim -> Department of Economics; Government of Sweden -> Ministry of Labour -> Institute for Evaluation of Labour Market and Education Policy; University of St. Gallen -> School of Economics and Political Science -> Swiss Institute for Empirical Economic Research (rank: 2619, publications: 107)
pga282	Jean-Luc Gaffard	University of Nice Sophia Antipolis -> Graduate Institute of Economics and Management -> Law, Economics and Management Research Group; Sciences Po -> Economics -> Research Center for Economics; SKEMA Business School (rank: 2620, publications: 281)
pga29	Vincenzo Galasso	Centre for Economic Policy Research (CEPR); Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER); Bocconi University -> Department of Policy Analysis and Public Management (rank: 2621, publications: 126)
pga142	Marzio Galeotti	University of Milan -> Department of Economics, Management and Quantitative Methods; Bocconi University -> Institute for Research on Energy and Environmental Economics and Policy (rank: 2622, publications: 109)
pga310	Faïz Gallouj	Science and Technology University of Lille -> Faculty of Economics and Social Sciences -> Lille Center for the Study and Research of Economics and Sociology (rank: 2623, publications: 232)
pga222	Esther Gal-Or	University of Pittsburgh -> Katz Graduate School of Business (rank: 2624, publications: 41)
pga472	Luca Gambetti	Barcelona Graduate School of Economics (Barcelona GSE) -> Autonomous University of Barcelona -> Department of Economics and Economic History (rank: 2625, publications: 82)
pga644	Neil Gandal	Tel Aviv University -> Eitan Berglas School of Economics (rank: 2626, publications: 101)
pga362	Jiti GAO	Monash University -> Monash Business School -> Department of Econometrics and Business Statistics (rank: 2627, publications: 146)
pga16	Pieter Gautier	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); Tinbergen Institute; VU University Amsterdam -> Faculty of Economic Sciences, Business Administration and Econometrics (rank: 2629, publications: 144)
pge153	Reyer Gerlagh	Tilburg University -> School of Economics and Management -> Department of Economics; Tilburg University -> CentER for Economic Research (rank: 2630, publications: 71)
pgi270	Stephen Gibbons	Institute of Labor Economics (IZA); London School of Economics (LSE) -> Department of Geography and Environment; London School of Economics (LSE) -> Centre for Economic Performance (CEP); London School of Economics (LSE) -> Spatial Economics Research Centre (SERC) (rank: 2631, publications: 63)
pgi8	David Giles	University of Victoria -> Department of Economics (rank: 2632, publications: 167)
pgi131	Xavier Gine	World Bank Group -> Economics Research; Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD) (rank: 2633, publications: 76)
pgo313	Leslie George Godfrey	University of York -> Department of Economics and Related Studies (rank: 2634, publications: 54)
pgo53	Avi Goldfarb	University of Toronto -> Rotman School of Management (rank: 2635, publications: 53)
pgo15	João F. Gomes	University of Pennsylvania -> Wharton School of Business -> Finance Department (rank: 2636, publications: 33)
pgo11	Paul Gomme	Center for Interuniversity Research in Quantitative Economics; Concordia University -> Department of Economics (rank: 2637, publications: 78)
pgo21	Piero Gottardi	University Ca' Foscari Venice -> Department of Economics; European University Institute -> Department of Economics; Rimini Centre for Economic Analysis (RCEA) (rank: 2638, publications: 138)
pgo158	Francois Gourio	Federal Reserve Bank of Chicago (rank: 2639, publications: 66)
pgr144	Markus M. Grabka	German Institute for Economic Research (DIW) (rank: 2640, publications: 168)
pgr34	Simon Grant	Australian National University -> College of Business and Economics -> Research School of Economics; University of Queensland -> School of Economics -> Risk and Sustainable Management Group (RSMG) (rank: 2641, publications: 140)
pgr141	Hugh Gravelle	University of York -> Department of Economics and Related Studies -> Centre for Health Economics (rank: 2642, publications: 122)
pgr111	Wayne B. Gray	National Bureau of Economic Research (NBER); Clark University -> Economics Department (rank: 2643, publications: 62)
pgr309	Denis Gromb	HEC Business School -> Department of Finance and Economics (rank: 2644, publications: 42)
pgu198	Alessandra Guariglia	University of Birmingham -> Department of Economics (rank: 2645, publications: 86)
pgu134	Luca Guerrieri	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 2646, publications: 52)
pgu106	Patrick Guillaumont	University of Clermont-Ferrand 1 -> School of Economics -> Center for Studies and Research on International Development; Fondation for Studies and Research on International Development (rank: 2647, publications: 231)
pgu59	Sergei Guriev	Sciences Po -> Economics -> Department of Economics; European Bank for Reconstruction and Development (EBRD) (rank: 2648, publications: 115)
pha225	Lawrence Haddad	University of Sussex -> Institute of Development Studies (rank: 2649, publications: 96)
pha224	Steven J. Haider	Institute of Labor Economics (IZA); Michigan State University -> Economics Department (rank: 2650, publications: 49)
pha381	Philip A. Haile	National Bureau of Economic Research (NBER); Yale University -> Cowles Foundation for Research in Economics; Yale University -> Economics Department (rank: 2651, publications: 37)
pha1042	ANDREW GEORGE HALDANE	Bank of England (rank: 2652, publications: 57)
pha402	Alastair Hall	University of Manchester -> School of Economics (rank: 2653, publications: 89)
pha474	Juan Carlos Hallak	San Andres University -> Department of Economics (rank: 2654, publications: 33)
pha91	Jan Hanousek	Center for Economic Research and Graduate Education and Economics Institute (CERGE-EI) (rank: 2655, publications: 185)
pha589	Christopher Harris	University of Cambridge -> Faculty of Economics (rank: 2656, publications: 34)
pha649	Richard Glen Harris	Simon Fraser University -> Department of Economics (rank: 2657, publications: 96)
pha187	Richard Ian Harris	Durham University -> Business School -> Department of Economics and Finance (rank: 2658, publications: 100)
pha247	Bard Harstad	University of Oslo -> Department of Economics (rank: 2659, publications: 34)
pha425	M. Kabir Hassan	University of New Orleans -> College of Business and Administration -> Department of Economics and Finance (rank: 2660, publications: 120)
