id	name	description
plo52	Simonetta Longhi	Institute of Labor Economics (IZA); University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM); University of Reading -> Department of Economics (rank: 525, publications: 89)
pma769	Angela Maddaloni	European Central Bank (rank: 526, publications: 19)
pmc10	Rachel McCulloch	Brandeis University -> Department of Economics, International Business School (rank: 527, publications: 34)
pme123	Jennifer M. Mellor	College of William & Mary -> Department of Economics (rank: 528, publications: 44)
pmo424	Rosina Moreno	University of Barcelona -> Faculty of Economics and Business -> Research Institute of Applied Economics -> Group of Quantitative Regional Analysis (rank: 529, publications: 86)
pka229	Magda ElSayed Kandil	Central Bank of the United Arab Emirates (rank: 53, publications: 128)
pmo486	Susana Mourato	London School of Economics (LSE) -> Department of Geography and Environment (rank: 530, publications: 43)
pne95	Shoshana Neuman	Bar Ilan University -> Department of Economics; University of Granada -> Faculty of Economics and Business -> Granada Lab of Behavioral Economics (GLOBE) (rank: 531, publications: 44)
pni315	Daphne Nicolitsas	University of Crete -> Department of Economics (rank: 532, publications: 37)
ppa1095	Anna Paulson	Federal Reserve Bank of Chicago -> Economic Research Department (rank: 533, publications: 51)
ppa810	Anna Pavlova	London Business School (LBS) (rank: 534, publications: 42)
ppe232	Rowena Ann Pecchenino	Maynooth University -> Department of Economics, Finance and Accounting (rank: 535, publications: 53)
pph58	Kate Phylaktis	City University -> Cass Business School -> Faculty of Finance (rank: 536, publications: 39)
ppi115	Nathalie Picard	University of Cergy-Pontoise -> Economic Theory, Modeling, Applications (rank: 537, publications: 85)
ppi38	Lucia Piscitello	Polytechnic Institute of Milan -> Department of Management, Economics and Industrial Engineering (rank: 538, publications: 64)
pre267	Elke Renner	University of Nottingham -> School of Economics; University of Nottingham -> School of Economics -> Centre for Decision Research and Experimental Economics (CeDEx) (rank: 539, publications: 45)
pke85	Claudia Kemfert	German Institute for Economic Research (DIW); Hertie School of Governance (rank: 54, publications: 218)
pri322	Nadine Riedel	University of Bochum -> Faculty of Economic Science (rank: 540, publications: 60)
pri80	Marla Ripoll	University of Pittsburgh -> Department of Economics (rank: 541, publications: 51)
pro228	Jennifer Roberts	University of Sheffield -> Department of Economics (rank: 542, publications: 74)
pro265	Katharine Eleanor Rockett	University of Essex -> Economics Department (rank: 543, publications: 41)
pro527	LILIANA ROJAS-SUAREZ	Center for Global Development (CGD) (rank: 544, publications: 65)
pro184	Jutta Roosen	Munich University of Technology -> Business School (rank: 545, publications: 122)
psc469	Laura Schechter	University of Wisconsin-Madison -> Economics Department; University of Wisconsin-Madison -> Department of Agricultural & Applied Economics (rank: 546, publications: 29)
psc654	Amy Ellen Schwartz	Syracuse University -> Maxwell School -> Center for Policy Research; Syracuse University -> Maxwell School -> Department of Economics (rank: 547, publications: 47)
pse150	Almudena Sevilla	Institute of Labor Economics (IZA); University of Essex -> Institute for Social and Economic Research (ISER); Queen Mary University of London -> School of Business and Management (rank: 548, publications: 55)
psh609	Susan Sunila Sharma	Deakin University -> Business School -> Centre for Economics and Financial Econometrics Research (CEFER) (rank: 549, publications: 48)
pco358	Dora L. Costa	National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Department of Economics (rank: 55, publications: 90)
psh151	Ann Sherman	DePaul University -> Graduate School of Business -> Department of Finance (rank: 550, publications: 16)
psh71	Lara Shore-Sheppard	National Bureau of Economic Research (NBER); Williams College -> Economics Department; University of Chicago -> Northwestern University / University of Chicago Joint Center for Poverty Research (rank: 551, publications: 41)
psk88	Vasiliki Skreta	University College London (UCL) -> Department of Economics (rank: 552, publications: 57)
psm91	Melinda Smale	Michigan State University -> Department of Agricultural, Food and Resource Economics (rank: 553, publications: 104)
pso261	Agapi L. Somwaru	Government of the United States -> Department of Agriculture -> Economic Research Service (rank: 554, publications: 111)
psp85	Alexandra Spitz-Oener	Institute for Employment Research; Humboldt University Berlin -> Faculty of Economics -> Collaborative Research Center 649: Economic Risk; Institute of Labor Economics (IZA); Humboldt University Berlin -> Faculty of Economics (rank: 555, publications: 21)
pst787	Joanna Stavins	Federal Reserve Bank of Boston -> Economic Research; Federal Reserve Bank of Boston (rank: 556, publications: 61)
pta29	Natalia Tamirisa	International Monetary Fund (IMF) (rank: 557, publications: 48)
ptu36	Catherine Tucker	Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 558, publications: 37)
pva70	Caroline Van Rijckeghem	Bogazici University -> Department of Economics (rank: 559, publications: 19)
pde227	Enrica Detragiache	International Monetary Fund (IMF) (rank: 56, publications: 78)
pwa531	Johanna Wallenius	Stockholm School of Economics -> Department of Economics (rank: 560, publications: 24)
pwa428	Margaret Walls	Resources for the Future (RFF) (rank: 561, publications: 52)
pwa249	Terrie L. Walmsley	Purdue University -> Department of Agricultural Economics -> Center for Global Trade Analysis (GTAP) (rank: 562, publications: 44)
pwe92	Sarah E. West	Macalester College -> Economics Department (rank: 563, publications: 20)
pwo113	Abigail Wozniak	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); University of Notre Dame -> Department of Economics (rank: 565, publications: 30)
pyu88	Mine Kuban Yücel	Federal Reserve Bank of Dallas; Federal Reserve Bank of Dallas -> Economic Research Department (rank: 566, publications: 72)
pzh95	Susan Chun Zhu	Michigan State University -> Economics Department (rank: 567, publications: 29)
pag17	Eva Aguayo	University of Santiago de Compostela -> Faculty of Economics and Business -> Econometrics (rank: 568, publications: 84)
pal264	Carol Alexander	University of Sussex -> School of Business, Management and Economics -> Department of Business and Management (rank: 569, publications: 74)
psl6	Margaret Slade	University of British Columbia -> Vancouver School of Economics (rank: 57, publications: 76)
par173	Beatriz Armendáriz	University College London (UCL) -> Department of Economics; Harvard University -> Department of Economics (rank: 570, publications: 21)
pwe101	Katrin Assenmacher	European Central Bank (rank: 571, publications: 52)
pbe525	Lori Beaman	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD); Northwestern University -> Department of Economics; Massachusetts Institute of Technology (MIT) -> Abdul Latif Jameel Poverty Action Lab (J-PAL); Innovations for Poverty Action (IPA) (rank: 572, publications: 27)
pbe92	Frédérique Bec	Center for Research in Economics and Statistics; University of Cergy-Pontoise -> Economic Theory, Modeling, Applications (rank: 573, publications: 77)
pbe300	Kerstin Bernoth	German Institute for Economic Research (DIW); Hertie School of Governance (rank: 574, publications: 56)
pbo808	Emilia Bonaccorsi di Patti	Bank of Italy (rank: 575, publications: 25)
pbo343	Christa H.S. Bouwman	Case Western Reserve University -> Weatherhead School of Management (rank: 576, publications: 6)
pbr174	Elise S. Brezis	Bar Ilan University -> Department of Economics (rank: 577, publications: 55)
pbr37	Zuzana Brixiová	Institute of Labor Economics (IZA); University of Cape Town -> Faculty of Commerce -> School of Economics -> Southern Africa Labour and Development Research Unit (SALDRU) (rank: 578, publications: 100)
pbr166	Christa N. Brunnschweiler	Oxford University -> Department of Economics -> Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre); University of East Anglia -> School of Economics (rank: 579, publications: 27)
pkr26	Kala Krishna	National Bureau of Economic Research (NBER); Pennsylvania State University -> Department of Economics (rank: 58, publications: 169)
pca210	Mariam Camarero	Jaume I University -> Economics Department (rank: 580, publications: 96)
pca151	Barbara Casu	Bangor University -> Bangor Business School; City University -> Cass Business School -> Faculty of Finance (rank: 581, publications: 29)
pch426	Carmel U. Chiswick	Institute of Labor Economics (IZA); George Washington University -> Department of Economics; University of Illinois at Chicago -> Department of Economics (rank: 582, publications: 23)
pco372	Cécile COUHARDE	University of Paris West-Nanterre -> EconomiX (rank: 583, publications: 95)
pde37	Fiorella De Fiore	European Central Bank (rank: 584, publications: 39)
pde291	Bianca De Paoli	Federal Reserve Bank of New York -> Research and Statistics Group; London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 585, publications: 37)
pde298	Yuliya Demyanyk	Federal Reserve Bank of Cleveland -> Economic Research (rank: 586, publications: 38)
pdo112	Brigitte Simone Dormont	Center for Economic Research and its Applications; University of Paris 9 -> Dauphine Economics Laboratory -> Laboratory for the Economics and Management of Health Organizations; Louis Bachelier Institute (rank: 587, publications: 75)
pda65	Antonia Díaz	Carlos III University of Madrid -> Department of Economics (rank: 588, publications: 39)
pej6	Mette Ejrnæs	University of Copenhagen -> Department of Economics (rank: 589, publications: 41)
pre105	veugelers reinhilde	Centre for Economic Policy Research (CEPR); University of Leuven -> Faculty of Business and Economics -> Department of Managerial Economics Strategy and Innovation (MSI); Bruegel (rank: 59, publications: 162)
pel127	Kimberly Ann Elliott	Center for Global Development (CGD) (rank: 590, publications: 37)
pel61	Amani Elobeid	Iowa State University -> Center for Agricultural and Rural Development (CARD) (rank: 591, publications: 100)
pel60	Julie Ann Elston	Oregon State University-Cascades -> College of Business (rank: 592, publications: 35)
pen25	Hella Engerer	German Institute for Economic Research (DIW) (rank: 593, publications: 113)
pfi211	Maria Donovan Fitzpatrick	Cornell University -> College of Human Ecology -> Department of Policy Analysis and Management (rank: 594, publications: 23)
pfo70	Ana Fostel	University of Virginia -> Department of Economics (rank: 595, publications: 35)
pfu62	Patricia Funk	Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business; University of Lugano -> Faculty of Economics -> Institute of Economics (rank: 596, publications: 22)
pga85	Christina Gathmann	Institute of Labor Economics (IZA); CESifo; University of Mannheim -> Mannheim Centre for European Social Research; University of Heidelberg -> Faculty of Economics and Social Studies -> Alfred Weber Institute for Economics and Department of Economics (rank: 597, publications: 38)
pgi35	Elisa Giuliani	University of Pisa -> Faculty of Economics (rank: 598, publications: 44)
pgo486	Gloria Gonzalez-Rivera	University of California-Riverside -> Department of Economics (rank: 599, publications: 43)
pbe697	Marianne Bertrand	University of Chicago -> Booth School of Business (rank: 6, publications: 65)
pje44	Helen H. Jensen	Iowa State University -> Department of Economics; Iowa State University -> Center for Agricultural and Rural Development (CARD) (rank: 60, publications: 386)
pgo42	Amanda Gosling	Centre for Economic Policy Research (CEPR); Institute for Fiscal Studies (IFS); University of Kent -> School of Economics (rank: 600, publications: 30)
pgr185	Jane G. Gravelle	Government of the United States -> United States Congress -> Congressional Research Service (rank: 601, publications: 36)
pgr420	Nathalie Greenan	Centre for Labour Studies; TEPP Institute for Labor Studies and Public Policies (rank: 602, publications: 81)
pgr84	irena grosfeld	Paris School of Economics (rank: 603, publications: 66)
pgr209	Pauline Grosjean	UNSW (Australia) -> UNSW Business School -> School of Economics (rank: 604, publications: 37)
pha451	Mary Hallward-Driemeier	World Bank Group -> Economics Research (rank: 605, publications: 38)
pha207	Aoife Hanley	University of Kiel -> Department of Economics; Kiel Institute for the World Economy (rank: 606, publications: 90)
phl12	Jaroslava Hlouskova	Institute for Advanced Studies (rank: 607, publications: 46)
pho429	Jill Elizabeth Hobbs	University of Saskatchewan -> Department of Agricultural and Resource Economics (rank: 608, publications: 103)
pho536	Dawn Holland	United Nations -> Department of Economic and Social Affairs (rank: 609, publications: 124)
pwo6	Myrna Wooders	Vanderbilt University -> Department of Economics (rank: 61, publications: 232)
pho455	Helena Holmlund	Government of Sweden -> Ministry of Labour -> Institute for Evaluation of Labour Market and Education Policy (rank: 610, publications: 30)
pio8	Giulia Iori	City University -> Department of Economics (rank: 611, publications: 64)
pir23	Zuzana Iršová	Charles University -> Institute of Economic Studies (rank: 612, publications: 46)
pir42	Elena Grace Irwin	Ohio State University -> Department of Agricultural, Environmental and Development Economics (rank: 613, publications: 38)
pja181	Julapa A. Jagtiani	Federal Reserve Bank of Philadelphia (rank: 614, publications: 55)
pka486	Charlene Marie Kalenkoski	Institute of Labor Economics (IZA); Texas Tech University -> Department of Personal Financial Planning (rank: 615, publications: 44)
pka122	Sylvia Kaufmann	Study Center Gerzensee (rank: 616, publications: 53)
pkh108	Stuti Khemani	World Bank Group -> Economics Research (rank: 617, publications: 33)
pkr33	Sabine Kröger	Institute of Labor Economics (IZA); CESifo; Laval University -> Department of Economics; Interuniversity Center on Risk, Economic Policy and Employment (rank: 618, publications: 54)
pku210	Marianna Kudlyak	Federal Reserve Bank of San Francisco -> Economic Research (rank: 619, publications: 54)
ppa511	Nina Pavcnik	National Bureau of Economic Research (NBER); Dartmouth College -> Economics Department (rank: 62, publications: 60)
pku67	Camelia Mariana Kuhnen	University of North Carolina-Chapel-Hill -> Kenan Flagler Business School (rank: 620, publications: 24)
pla300	Ariane Lambert-Mogiliansky	Paris School of Economics (rank: 621, publications: 82)
pli209	Joanne Kathryn Lindley	King's College -> School of Management and Business (rank: 622, publications: 55)
plo347	Mary E. Lovely	Syracuse University -> Maxwell School -> Department of Economics (rank: 623, publications: 41)
plo8	Ana Lozano-Vivas	University of Malaga -> Faculty of Economics and Business -> Department of Economic Theory and History (rank: 624, publications: 41)
plu36	Maria Jose Luengo-Prado	Federal Reserve Bank of Boston -> Economic Research (rank: 625, publications: 45)
ply23	Lori Lynch	University of Maryland -> Department of Agricultural and Resource Economics (rank: 626, publications: 51)
pma141	Mariana Mazzucato	University of Sussex -> School of Business, Management and Economics -> Science and Technology Policy Research (SPRU) (rank: 627, publications: 47)
pmc188	Robin McKnight	Wellesley College -> Department of Economics (rank: 628, publications: 22)
pme324	Ellen E. Meade	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 629, publications: 35)
pfi264	Amy Finkelstein	Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 63, publications: 81)
pmj1	Isabelle Mejean	Center for Research in Economics and Statistics (rank: 630, publications: 63)
pme231	Caterina Mendicino	Central Bank of Portugal; University of Lisbon -> School of Economics and Management -> Research Unit on Complexity and Economics; European Central Bank (rank: 631, publications: 72)
pmi170	Jenny Minier	University of Kentucky -> Carol Martin Gatton College of Business and Economics -> Department of Economics (rank: 632, publications: 24)
pmi138	Camelia Minoiu	International Monetary Fund (IMF); University of Pennsylvania -> Wharton School of Business -> Financial Institutions Center; University of Pennsylvania -> Wharton School of Business -> Management Department (rank: 633, publications: 47)
pmo18	Chiara Monfardini	Institute of Labor Economics (IZA); University of Bologna -> Department of Economics (rank: 634, publications: 50)
pmo99	Luisa Montuschi	CEMA University (rank: 635, publications: 47)
pmo678	Julie Holland Mortimer	National Bureau of Economic Research (NBER); Boston College -> Department of Economics (rank: 636, publications: 28)
pni15	Cheti Nicoletti	University of York -> Department of Economics and Related Studies; University of Essex -> Institute for Social and Economic Research (ISER) -> ESRC Research Centre on Micro-Social Change (rank: 637, publications: 64)
pno76	Felicitas Nowak-Lehmann D.	University of Gottingen -> Faculty of Economics -> Ibero-America Institute for Economic Research (rank: 638, publications: 79)
pon36	June E O'Neill	City University of New York (CUNY) -> Baruch College -> Zicklin School of Business (rank: 639, publications: 17)
pka37	Sebnem Kalemli-Ozcan	University of Maryland -> Department of Economics (rank: 64, publications: 113)
por98	Sonia Oreffice	Institute of Labor Economics (IZA); University of Surrey -> School of Economics (rank: 640, publications: 45)
ppa763	Jessica Pan	National University of Singapore (NUS) -> Department of Economics (rank: 641, publications: 19)
ppe296	Maria Petrova	Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business; New Economic School (NES) (rank: 642, publications: 31)
ppi166	Olga Pindyuk	The Vienna Institute for International Economic Studies (rank: 644, publications: 58)
ppi109	Carolyn Pitchik	University of Toronto -> Department of Economics (rank: 645, publications: 37)
ppo17	Joanna Poyago-Theotoky	Rimini Centre for Economic Analysis (RCEA); La Trobe University -> La Trobe Business School -> Department of Economics and Finance (rank: 646, publications: 58)
pqi21	Duo Qin	School of Oriental and African Studies (SOAS) -> Department of Economics (rank: 647, publications: 80)
pre67	michela redoano	University of Warwick -> Department of Economics (rank: 648, publications: 27)
pri123	Maureen Therese Rimmer	Victoria University -> Centre of Policy Studies and Impact Project (COPS) (rank: 649, publications: 101)
pte171	Silvana Tenreyro	London School of Economics (LSE) -> Economics Department (rank: 65, publications: 102)
pro585	Tanya S. Rosenblat	University of Michigan -> Economics Department; Harvard University -> Institute for Quantitative Social Science (rank: 650, publications: 36)
psc153	Kerstin Schneider	CESifo; University of Wuppertal -> Schumpeter School of Business and Economics (rank: 651, publications: 50)
pse50	Marianne Sensier	University of Manchester -> School of Economics -> Macroeconomics Growth and Development Research Group (rank: 652, publications: 69)
psm97	Janet Kiholm Smith	Claremont McKenna College -> Robert Day School of Economics and Finance (rank: 653, publications: 29)
pso176	Catherine Sofer	Paris School of Economics; University of Paris 1 -> Sorbonne Economic Centre (rank: 654, publications: 94)
psv11	Helena Svaleryd	University of Uppsala -> Department of Economics (rank: 655, publications: 34)
pte56	Maria Cristina Terra	University of Cergy-Pontoise -> Economic Theory, Modeling, Applications; ESSEC Business School -> Département d'Économie (rank: 656, publications: 60)
pth153	Karin S. Thorburn	Norwegian School of Economics -> Department of Finance (rank: 657, publications: 23)
pwe19	Doris Weichselbaumer	University of Linz -> Department of Economics (rank: 659, publications: 37)
psi28	Barbara Sianesi	Institute of Labor Economics (IZA); Institute for Fiscal Studies (IFS); Institute for Fiscal Studies (IFS) -> ESRC Centre for the Microeconomic Analysis of Public Policy (CPP) (rank: 66, publications: 34)
pwe52	Diana Weinhold	London School of Economics (LSE) -> Department of International Development (rank: 660, publications: 35)
pwe318	Mary Weiss	Temple University -> Fox School of Business and Management (rank: 661, publications: 39)
pyu196	Kathy Yuan	Shanghai Jiao Tong University -> Shanghai Advanced Institute of Finance (SAIF) (rank: 662, publications: 19)
pan355	Elena Andreou	University of Cyprus -> Faculty of Economics and Management -> Department of Economics; University of Cyprus -> Faculty of Economics and Management (rank: 663, publications: 31)
pan118	Silke Anger	Institute for Employment Research; Institute of Labor Economics (IZA); University of Bamberg -> Department of Economics (rank: 664, publications: 63)
pba929	Sarah Baird	George Washington University -> Elliott School of International Affairs -> Institute for International Economic Policy (IIEP) (rank: 665, publications: 21)
pba1210	Sudipta Basu	Temple University -> Fox School of Business and Management (rank: 666, publications: 13)
pbu223	Jean C. Buzby	Government of the United States -> Department of Agriculture -> Economic Research Service (rank: 667, publications: 83)
pca400	Adriana Camacho	University of the Andes -> Department of Economics (rank: 668, publications: 34)
pca939	Jennifer Carpenter	New York University (NYU) -> Stern School of Business -> Finance Department (rank: 669, publications: 10)
pba451	oriana bandiera	London School of Economics (LSE) -> Economics Department; London School of Economics (LSE) -> Suntory and Toyota International Centres for Economics and Related Disciplines (STICERD) (rank: 67, publications: 111)
pch376	Maggie Chen	George Washington University -> Department of Economics; George Washington University -> Elliott School of International Affairs -> Institute for International Economic Policy (IIEP) (rank: 670, publications: 39)
pcl25	Karen B. Clay	Carnegie Mellon University -> H. John Heinz III School of Public Policy and Management (rank: 672, publications: 24)
pcl39	Irma Clots-Figueras	Carlos III University of Madrid -> Department of Economics (rank: 673, publications: 31)
pco207	Catherine Y. Co	University of Nebraska-Omaha -> Department of Economics (rank: 674, publications: 39)
pcr23	Meredith A. Crowley	University of Cambridge -> Faculty of Economics (rank: 675, publications: 41)
pcu9	Katherine Cuff	McMaster University -> Department of Economics -> McMaster Experimental Economics Laboratory (McEEL) (rank: 676, publications: 53)
pda722	Stefania D'Amico	Federal Reserve Bank of Chicago -> Economic Research Department (rank: 677, publications: 26)
pda75	Anna Piil Damm	Institute of Labor Economics (IZA); Rockwool Foundation Research Unit; University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM); University of Aarhus -> Department of Economics and Business -> Department of Economics (rank: 678, publications: 27)
pde534	Svetlana A. Demidova	McMaster University -> Department of Economics (rank: 679, publications: 23)
pec27	Catherine C Eckel	Texas A&M University -> Department of Economics (rank: 68, publications: 93)
pdi279	Taryn Dinkelman	Dartmouth College -> Economics Department (rank: 680, publications: 30)
pdo180	Denise Jeanne Doiron	UNSW (Australia) -> UNSW Business School -> School of Economics (rank: 681, publications: 24)
pec13	E. Cristina Echevarria	University of Saskatchewan -> Department of Economics (rank: 682, publications: 21)
peg13	Karen Nisa Eggleston	Stanford University -> Walter H. Shorenstein Asia-Pacific Research Center (rank: 684, publications: 52)
pey6	Burcu Eyigungor	Federal Reserve Bank of Philadelphia -> Research Department (rank: 686, publications: 31)
pfa68	Francesca Fabbri	Institute of Labor Economics (IZA); CESifo; University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM); Government of the United Kingdom -> HM Treasury (rank: 687, publications: 20)
pfe90	Ana Fernandes	Oxford University -> Department of Economics -> Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre); University of Fribourg -> Faculty of Economics and Social Sciences -> Department of Political Economy; Bern University for Applied Sciences -> Business and Administration (rank: 688, publications: 29)
pfe197	Susana Ferreira	University of Georgia -> Department of Agricultural and Applied Economics (rank: 689, publications: 45)
pvi52	Marie Claire Villeval	Institute of Labor Economics (IZA); Lumiere University of Lyon -> Faculty of Economics and Management -> Group for Economic Analysis and Theory; University of Aarhus -> Department of Economics and Business -> Centre for Corporate Performance (CCP) (rank: 69, publications: 313)
pfu51	Delia Furtado	Institute of Labor Economics (IZA); University of Connecticut -> Department of Economics; University College London (UCL) -> Centre for Research and Analysis of Migration (CReAM) (rank: 690, publications: 40)
pga92	Ana Beatriz Galvão	University of Warwick -> Warwick Business School -> Economic Modelling and Forecasting Group (rank: 691, publications: 40)
pga387	Laura Gardini	University of Urbino -> Faculty of Economics (rank: 692, publications: 64)
pgi125	Giorgia Giovannetti	European University Institute -> Robert Schuman Centre for Advanced Studies (RSCAS); University of Florence -> Department of Economics and Management (rank: 693, publications: 71)
pgi106	Claudia Girardone	University of Essex -> Essex Business School (rank: 694, publications: 33)
pgo431	Gopi Shah Goda	Stanford University -> Stanford Institute for Economic Policy Research (SIEPR) (rank: 695, publications: 46)
pgu61	Maia Güell	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); University of Edinburgh -> School of Economics; Scottish Institute for Research in Economics (SIRE) (rank: 697, publications: 51)
pha332	Christa Hainz	Ifo Institute for Economic Research at the University of Munich; CESifo; Institute for East and South-East European Studies (rank: 698, publications: 71)
pha1103	Marina Halac	University of Warwick -> Department of Economics; Columbia University -> Graduate School of Business -> Finance and Economics Department (rank: 699, publications: 13)
pgo601	Claudia Goldin	Harvard University -> Department of Economics (rank: 7, publications: 158)
pfo106	Rosa Portela Forte	University of Porto -> Faculty of Economics -> Centre for Economics and Finance (rank: 70, publications: 19)
pha22	Sharon G. Harrison	Columbia University -> Barnard College -> Economics Department (rank: 700, publications: 31)
pha1040	Rana Hasan	Asian Development Bank (rank: 701, publications: 42)
phu418	Jennifer Chunyan Huang	Cheung Kong Graduate School of Business (rank: 702, publications: 15)
phu56	Elena Huergo	Complutense University of Madrid -> Faculty of Economics and Business -> Group for Research in Productivity, Innovation and Competition; Complutense University of Madrid -> Faculty of Economics and Business -> Department of Foundations of Economic Analysis I (rank: 703, publications: 47)
pit9	Keiko Ito	Research Institute of Economy, Trade and Industry (RIETI); Senshu University -> School of Economics (rank: 704, publications: 73)
piz15	Olga Izryadnova	Russian Presidential Academy of National Economy and Public Administration (RANEPA); Gaidar Institute for Economic Policy (rank: 705, publications: 139)
pjo26	Isabelle Joumard	Organisation for Economic Co-operation and Development (OECD) -> Economics Department (rank: 706, publications: 41)
pka132	Marika Karanassou	Institute of Labor Economics (IZA) (rank: 707, publications: 101)
pkl30	Stefanie Kleimeier	Maastricht University -> School of Business and Economics -> Graduate School of Business and Economics (GSBE); Maastricht University -> School of Business and Economics -> Limburg Institute of Financial Economics (LIFE) (rank: 708, publications: 48)
pkr182	Kate Krause	University of New Mexico -> Department of Economics (rank: 709, publications: 21)
pwo47	Barbara L. Wolfe	National Bureau of Economic Research (NBER); University of Wisconsin-Madison -> Economics Department; University of Melbourne -> Faculty of Business and Economics -> Melbourne Institute of Applied Economic and Social Research (MIAESR) (rank: 71, publications: 119)
pky20	Margaret K. Kyle	Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 710, publications: 22)
pla156	Sylvie Lambert	Paris School of Economics (rank: 711, publications: 58)
ple115	Sara Lemos	Leicester University -> Department of Economics (rank: 712, publications: 45)
ple286	Laetitia Lepetit	University of Limoges -> Faculty of Law and Economics -> Research Center dedicated to Banking and Finance (rank: 713, publications: 70)
plo273	Helen Louri	Athens University of Economics and Business (AUEB) -> Department of Economics; Bank of Greece (rank: 714, publications: 52)
plu86	elisa luciano	University of Turin -> Carlo Alberto College; University of Turin -> Dipartimento di Scienze Economico-Sociali e Matematico-Statistiche (rank: 715, publications: 73)
pan71	Ana Mauleon	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE); Saint Louis University -> Economics Research Center (rank: 716, publications: 159)
pmc227	Terra McKinnish	University of Colorado -> Department of Economics (rank: 717, publications: 27)
pmo106	Annabelle Mourougane	IPAG Business School; Organisation for Economic Co-operation and Development (OECD) -> Economics Department (rank: 719, publications: 37)
pmu207	Kathleen J. Mullen	RAND -> Labor and Population Program (rank: 720, publications: 30)
pmr4	Eva Mörk	Institute of Labor Economics (IZA); University of Barcelona -> Faculty of Economics and Business -> Barcelona Institute of Economics; University of Uppsala -> Department of Economics (rank: 721, publications: 59)
pni74	Giovanna Nicodano	University of Turin -> Carlo Alberto College; University of Turin -> Carlo Alberto College -> Centre for Research on Pensions and Welfare Policies (CeRP); University of Turin -> Dipartimento di Scienze Economico-Sociali e Matematico-Statistiche (rank: 722, publications: 50)
pos7	Chiara Osbat	European Central Bank (rank: 723, publications: 29)
pox3	Joanne E. Oxley	University of Toronto -> Rotman School of Management (rank: 725, publications: 14)
ppa194	Kelley Pace	Louisiana State University -> Ourso College of Business (rank: 726, publications: 36)
pra264	Maria Teresa Ramirez-Giraldo	Central Bank of Colombia (rank: 727, publications: 85)
pra566	Natalia Ramondo	Arizona State University -> W.P. Carey School of Business -> Department of Economics (rank: 728, publications: 19)
pre9	Angela Redish	University of British Columbia -> Vancouver School of Economics (rank: 729, publications: 47)
pad89	Anat Admati	Stanford University -> Graduate School of Business (rank: 73, publications: 33)
pro159	Stephanie Rosenkranz	University of Utrecht -> School of Economics; University of Utrecht -> School of Economics -> Tjalling C. Koopmans Research Institute (rank: 730, publications: 58)
pro291	lorenza rossi	University of Pavia -> Department of Economics and Business (rank: 731, publications: 76)
pru125	Marie T. Ruel	International Food Policy Research Institute (IFPRI) (rank: 732, publications: 78)
psa404	Maria Saez Marti	University of Zurich -> Faculty of Economics -> Department of Economics (rank: 733, publications: 35)
psn4	Virginia Sanchez-Marcos	University of Cantabria -> Faculty of Economics and Business (rank: 734, publications: 30)
psa267	Maria Savona	University of Sussex -> School of Business, Management and Economics -> Science and Technology Policy Research (SPRU); Science and Technology University of Lille -> Faculty of Economics and Social Sciences -> Lille Center for the Study and Research of Economics and Sociology (rank: 735, publications: 66)
psc421	Stefanie Schurer	University of Sydney -> Faculty of Arts and Social Sciences -> School of Economics (rank: 736, publications: 50)
ple231	CAROL SCOTESE	Virginia Commonwealth University -> School of Business -> Department of Economics (rank: 737, publications: 19)
psc465	Chiara Scotti	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 738, publications: 24)
pse117	Stephanie Seguino	University of Vermont -> Department of Economics (rank: 739, publications: 45)
pcr18	Rachel Croson	University of Texas-Arlington -> College of Business Administration -> Department of Economics (rank: 74, publications: 74)
psh252	Katerina Sherstyuk	University of Hawaii-Manoa -> Department of Economics (rank: 740, publications: 61)
psi395	Ina Simonovska	National Bureau of Economic Research (NBER); CESifo; University of California-Davis -> Economics Department; Federal Reserve Bank of Dallas -> Economic Research Department -> Globalization and Monetary Policy Institute (rank: 741, publications: 25)
psi159	Monica Singhal	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government (rank: 742, publications: 19)
psp35	Mariana Spatareanu	Rutgers University-Newark -> Department of Economics (rank: 743, publications: 44)
